JLA_name,OSC_name,Aliases,Host,OSC_RA,OSC_DEC,Host_RA,Host_DEC,global_u,global_g,global_r,global_i,global_z,global_u_err,global_g_err,global_r_err,global_i_err,global_z_err,SDSS_RA,SDSS_DEC,Flag,ZPEG_StMass,ZPEG_(Msol/an),ZPEG_Chi2/(nobs_tot-3),ZPEG_redshift,ZPEG_Age(Myr),Unnamed: 0,zcmb,zhel,dz,mb,dmb,x1,dx1,color,dcolor,3rdvar,d3rdvar,tmax,dtmax,cov_m_s,cov_m_c,cov_s_c,set,ra,dec,biascor
04D3ny,SNLS-04D3ny,SNLS-04D3ny,[HSP2005] J141856.33+521115.06,"14:18:56.320,14:18:56.332","+52:11:14.87,+52:11:14.870,+52:11:15.06",18:56.3,+52:11:15.06,23.11059,23.72195,22.59042,21.42368,20.63364,0.7156985,0.4405246,0.2804353,0.1561902,0.2966809,214.733239,52.18853343,OSC Host,1.43E+11,0.0,0.532,0.8,5000.0,184.0,0.81072,0.81,0.0,24.233543,0.105587,-0.074816,0.490557,-0.014984,0.065642,10.032,0.262,53194.181933,0.624883,0.011046,-0.000968,0.006243,1.0,214.734665,52.187465,-0.012665
04D3oe,SNLS-04D3oe,SNLS-04D3oe,[HSP2005] J141939.38+523314.21,"14:19:39.384,14:19:39.381","+52:33:13.85,+52:33:13.850,+52:33:14.21",19:39.4,+52:33:14.21,25.00282,24.40532,23.68793,22.15588,20.80346,0.7454792,0.5304299,0.4319302,0.1829604,0.2011063,214.9140368,52.55384503,OSC Host,3.15E+11,0.0,2.09,1.0,5000.0,180.0,0.756687,0.756,0.0,24.054929,0.095935,-1.003254,0.276674,-0.2463,0.060008,7.492,54.194,53195.271376,0.343919,0.002535,-0.000255,0.002196,1.0,214.914099,52.553847,-0.008093
05D2ac,SNLS-05D2ac,SNLS-05D2ac,SDSS J095859.30+022922.9,"09:58:59.235,09:58:59.244","+02:29:22.21,+02:29:22.210,+02:29:22.22",58:59.3,+02:29:22.9,21.91603,21.21701,19.84068,19.19763,18.68439,0.2758141,0.071465,0.03124212,0.0291378,0.06577969,149.74712,2.489700272,OSC Host,1.17E+11,0.0,7.35,0.3,9000.0,239.0,0.480704,0.479,0.0,22.671051,0.087736,1.123507,0.112202,-0.054059,0.024921,11.153,0.0585,53374.628095,0.152454,0.000532,0.000434,-6e-05,1.0,149.746812,2.489504,0.001646
05D2ah,SNLS-05D2ah,SNLS-05D2ah,SDSS J100128.71+015147.1,01:28.7,"+01:51:45.83,+01:51:45.830",01:28.7,+01:51:47.1,21.98087,20.97125,20.50533,20.24569,19.77654,0.2673359,0.0605505,0.06376287,0.08406618,0.2243614,150.3696599,1.863092235,OSC Host,0,0.0,0.245,0.0,10000.0,221.0,0.185371,0.184,0.0,20.758955,0.085522,-0.075113,0.047645,0.001222,0.024163,9.21,0.0145,53382.699789,0.063313,-3.6e-05,0.000578,-0.000147,1.0,150.3697,1.862732,-0.000379
05D2cb,SNLS-05D2cb,SNLS-05D2cb,SDSS J095924.60+021941.0,"09:59:24.581,09:59:24.592","+02:19:41.45,+02:19:41.450,+02:19:41.34",59:24.6,+02:19:41.0,22.71498,22.29417,21.24333,21.45532,20.91011,0.6296222,0.2212478,0.1498356,0.2885238,0.7417513,149.8525266,2.328069912,OSC Host,7.11E+09,2.0554755,1.07,0.4,8000.0,235.0,0.428646,0.427,0.0,23.396803,0.089103,0.900599,0.192193,0.158626,0.02935,9.534,0.078,53423.024668,0.19605,0.002559,0.000614,0.000483,1.0,149.852419,2.328181,0.00114
05D2ec,SNLS-05D2ec,SNLS-05D2ec,SDSS J095926.14+020048.3,"09:59:26.184,09:59:26.170","+02:00:49.05,+02:00:49.050,+02:00:49.36",59:26.1,+02:00:48.3,25.43857,22.96286,21.91113,21.27384,21.67857,0.7402137,0.213353,0.1439299,0.1241654,0.6287608,149.8589125,2.013431578,OSC Host,5.93E+09,0.0,0.928,0.2,9000.0,234.0,0.641893,0.64,0.0,23.677878,0.093291,-0.210581,0.215173,-0.103447,0.053736,9.997,0.0565,53440.35923,0.419049,0.001845,0.000768,0.00066,1.0,149.859101,2.013626,-0.001133
05D2fq,SNLS-05D2fq,SNLS-05D2fq,SDSS J095908.51+023609.0,59:08.5,"+02:36:07.20,+02:36:07.200",59:08.5,+02:36:09.0,22.02614,22.97762,21.9737,20.67215,20.07069,0.3363862,0.3519094,0.2310605,0.1695255,0.2534893,149.7854925,2.602500826,OSC Host,2.70E+11,0.0,2.05,0.8,5000.0,238.0,0.734996,0.733,0.0,24.000974,0.095665,0.836161,0.314847,-0.075547,0.057981,10.875,0.1345,53463.298524,0.463028,0.004611,4.4e-05,0.001465,1.0,149.785425,2.602,-0.00647
05D2hc,SNLS-05D2hc,SNLS-05D2hc,[NSB2006] J100004.57+015309.9,"10:00:04.593,10:00:04.574","+01:53:09.69,+01:53:09.690,+01:53:09.94",00:04.6,+01:53:09.9,24.05341,21.15131,19.50705,18.81356,18.32015,2.460027,0.1407859,0.03396256,0.0263963,0.08740041,150.0205824,1.885362221,OSC SN,3.34E+11,0.0,0.631,0.4,8000.0,229.0,0.35156,0.35,0.0,22.684908,0.086351,-0.674399,0.164303,0.037449,0.024663,10.977,0.092,53471.684222,0.140823,0.000727,0.000513,0.000393,1.0,150.019137,1.886025,-0.00017
05D2ie,SNLS-05D2ie,SNLS-05D2ie,[NSB2006] J100102.90+023928.9,"10:01:02.895,10:01:02.907","+02:39:29.11,+02:39:29.110,+02:39:28.90",01:02.9,+02:39:28.9,22.24042,22.44546,21.52184,21.67058,21.09071,0.276985,0.146311,0.1031442,0.1845001,0.3919329,150.262181,2.657976757,OSC Host,3.83E+09,1.5389334,2.14,0.4,6000.0,224.0,0.349557,0.348,0.0,22.228291,0.086821,-0.089736,0.13893,-0.074922,0.026093,9.287,0.0525,53480.961234,0.128958,0.001147,0.000521,8.4e-05,1.0,150.262061,2.658085,-0.000206
05D3ci,SNLS-05D3ci,SNLS-05D3ci,[NSB2006] J142148.08+522643.3,"14:21:48.106,14:21:48.085","+52:26:43.01,+52:26:43.010,+52:26:43.33",21:48.1,+52:26:43.3,24.53543,23.50897,22.0863,21.43318,20.73039,1.108584,0.3954604,0.1635678,0.1325416,0.256968,215.4507264,52.44525335,OSC Host,2.81E+10,0.0,0.555,0.4,8000.0,174.0,0.515587,0.515,0.0,23.62109,0.106833,2.120426,0.582068,0.166871,0.044764,10.011,0.0645,53432.374568,0.410988,0.032691,0.00165,0.008402,1.0,215.450443,52.445281,0.001672
05D3dd,SNLS-05D3dd,SNLS-05D3dd,[NSB2006] J142230.41+523624.7,"14:22:30.448,14:22:30.410","+52:36:24.46,+52:36:24.460,+52:36:24.76",22:30.4,+52:36:24.7,25.76847,21.89389,20.16934,19.40111,18.90171,0.84473,0.09242562,0.03597522,0.0280807,0.0607752,215.6251354,52.60647674,OSC Host,2.97E+11,0.0,6.02,0.5,6000.0,170.0,0.480568,0.48,0.0,22.948758,0.088055,-0.207015,0.126228,-0.029175,0.024904,11.222,0.097,53455.294718,0.108811,0.001154,0.000437,0.000153,1.0,215.626867,52.606794,0.001646
05D3jq,SNLS-05D3jq,SNLS-05D3jq,[NSB2006] J142145.46+530147.5,"14:21:45.441,14:21:45.462","+53:01:47.71,+53:01:47.710,+53:01:47.53",21:45.5,+53:01:47.5,21.91812,21.72643,21.0129,20.2768,20.44638,0.2678838,0.1058608,0.08288229,0.06292717,0.2495475,215.4394939,53.02947573,OSC Host,1.20E+11,15.23818,2.52,0.6,7000.0,175.0,0.5796,0.579,0.0,23.295137,0.08931,1.48851,0.207857,0.001938,0.028752,8.832,0.4195,53501.007745,0.39466,0.000453,0.000435,-0.000168,1.0,215.439338,53.029918,0.000868
05D3kx,SNLS-05D3kx,SNLS-05D3kx,[NSB2006] J142150.02+530813.4,"14:21:50.019,14:21:50.020","+53:08:13.63,+53:08:13.630,+53:08:13.49",21:50.0,+53:08:13.4,21.17089,19.55078,18.60045,18.19723,17.90821,0.1863532,0.01961323,0.01425973,0.01514999,0.04575495,215.4578681,53.13608863,OSC Host,2.25E+10,0.0,1.47,0.1,9000.0,173.0,0.219462,0.219,0.0,20.852122,0.085341,0.698942,0.062624,-0.039907,0.024042,10.63,0.0675,53534.170662,0.068402,4.1e-05,0.000531,-0.000223,1.0,215.458413,53.137119,-0.001103
05D3mh,SNLS-05D3mh,SNLS-05D3mh,SDSS J141859.88+524004.3,18:59.8,"+52:40:03.21,+52:40:03.210",18:59.9,+52:40:04.3,24.21499,22.42422,20.95108,19.951,19.43505,1.505292,0.2217453,0.08408088,0.05069041,0.1148304,214.7495125,52.66789038,OSC Host,2.70E+11,0.0,0.31,0.6,6000.0,183.0,0.670654,0.67,0.0,24.064257,0.095777,0.57067,0.473683,0.054159,0.055451,10.078,0.2765,53558.053888,0.529191,0.008103,0.000604,0.003585,1.0,214.749304,52.66756,-0.002485
05D3mq,SNLS-05D3mq,SNLS-05D3mq,[NSB2006] J141900.39+522306.8,"14:19:00.428,14:19:00.398","+52:23:06.43,+52:23:06.430,+52:23:06.81",19:00.4,+52:23:06.8,21.51412,20.16916,18.93668,18.35053,17.90894,0.2193306,0.03126815,0.01722817,0.01623698,0.03815625,214.7520582,52.38646492,OSC Host,9.80E+10,0.0,15.1,0.2,10000.0,182.0,0.246492,0.246,0.0,21.50567,0.086206,-0.683772,0.170341,-0.000463,0.025963,10.723,0.0765,53575.757963,0.158241,0.001499,0.000614,0.00062,1.0,214.751783,52.38512,-0.001297
05D3ne,SNLS-05D3ne,SNLS-05D3ne,SDSS J142102.53+522942.7,21:03.0,"+52:29:43.58,+52:29:43.580",21:02.5,+52:29:42.7,20.08836,18.04076,16.86694,16.40394,16.06834,0.07969047,0.00868383,0.005097763,0.004813065,0.01010751,215.2606268,52.49517803,OSC Host,4.79E+11,0.0,9.91,0.2,8000.0,177.0,0.169455,0.169,0.0,20.293205,0.088415,-1.463743,0.193091,-0.143152,0.030099,11.133,0.1625,53570.816466,0.096811,0.003303,0.000919,0.001615,1.0,215.262445,52.495438,0.000182
06D2ca,SNLS-06D2ca,SNLS-06D2ca,SDSS J095909.53+021808.5,59:09.6,"+02:18:09.06,+02:18:09.060",59:09.5,+02:18:08.5,22.89878,22.11756,21.69687,21.24874,21.2547,0.6094857,0.1948864,0.1335957,0.1400337,0.7544217,149.789738,2.302407107,OSC Host,0,0.0,0.28,0.0,12000.0,237.0,0.532765,0.531,0.0,23.313086,0.08987,1.277665,0.353956,0.048672,0.032195,9.808,0.2895,53795.693865,0.454444,0.004596,0.000547,0.001446,1.0,149.789823,2.302517,0.001571
06D2cc,SNLS-06D2cc,SNLS-06D2cc,SDSS J095926.88+022702.9,59:26.9,"+02:27:04.88,+02:27:04.880",59:26.9,+02:27:02.9,23.16392,23.30435,21.29797,20.52834,20.08608,0.7856621,0.5835469,0.1015787,0.07819463,0.2892413,149.8619909,2.450877054,OSC Host,6.66E+10,0.0,0.749,0.4,8000.0,233.0,0.533766,0.532,0.0,23.454678,0.09473,-0.552437,0.326856,0.081612,0.050044,10.87,0.1085,53788.591671,0.445014,0.00748,0.001152,0.004236,1.0,149.86203,2.451355,0.001563
06D2ck,SNLS-06D2ck,SNLS-06D2ck,SDSS J100127.97+015149.3,01:28.0,"+01:51:49.07,+01:51:49.070",01:28.0,+01:51:49.3,23.21295,23.33958,21.87411,21.08465,20.75208,0.7338224,0.367796,0.15393,0.115004,0.3437452,150.3666127,1.863729754,OSC Host,7.48E+10,0.0,0.517,0.6,5000.0,222.0,0.553797,0.552,0.0,23.411247,0.091857,0.012383,0.398176,-0.031799,0.03815,11.193,0.066,53793.709475,0.419397,0.008153,0.000778,0.005545,1.0,150.366733,1.86363,0.001336
06D2fb,SNLS-06D2fb,SNLS-06D2fb,SDSS J095932.09+014939.1,59:32.1,"+01:49:40.52,+01:49:40.520",59:32.1,+01:49:39.1,21.21518,19.85554,19.18023,18.82203,18.66738,0.2246256,0.03154661,0.0274218,0.03070902,0.1119164,149.8837396,1.827543987,OSC Host,1.03E+10,0.39963373,1.53,0.1,11000.0,231.0,0.125298,0.124,0.0,19.752286,0.085713,-0.356571,0.055126,-0.019485,0.024631,9.74,0.124,53853.757149,0.079571,-7.2e-05,0.000615,-0.000118,1.0,149.883946,1.827922,0.002649
Elvis,SN2003eq,"SN2003eq, Elvis",A123748+6213,"12:37:48.435,12:37:48.34,12:37:48.341,12:37:48.348","+62:13:34.85,+62:13:35.3,+62:13:35.29,+62:13:35.39","12:37:48,12:37:48.00","+62:13:35,+62:13:35.0",26.45189,23.66076,23.42184,21.90722,23.68928,0.3723383,0.3172301,0.4611768,0.2072953,0.7528443,189.4515228,62.22648034,OSC SN,1.35E+09,0.0,6.72,0.2,8000.0,201.0,0.839734,0.839,0.0,24.362709,0.112754,-0.08164,0.330694,-0.019546,0.03968,10.626,0.099,52782.896518,0.90023,-0.001794,0.000493,-0.000895,4.0,189.45142,62.226472,0.0
Patuxent,Patuxent,"Patuxent, HST04Patu, HST04Pat",[RSC2007] J123809.00+621847.24,"12:38:08.961,12:38:09.000,12:38:09.00","+62:18:47.39,+62:18:47.24,+62:18:47.2",38:09.0,+62:18:47.24,21.83043,21.93116,21.89156,20.81789,20.20498,0.2851714,0.1351808,0.2166254,0.1344144,0.3306393,189.5375735,62.31317037,OSC Host,1.65E+11,41.410245,1.8,0.9,5000.0,200.0,0.970782,0.97,0.0,25.020075,0.118744,-0.10271,0.629553,-0.218154,0.106505,10.633,0.035,53200.957472,1.136538,0.010981,0.001183,0.023467,4.0,189.5375,62.313122,0.0
SDSS10028,SN2005kt,"SN2005kt, 2MASS J01105805+0016343, SDSS-II SN 10028",SDSS J11058.06+001634.0,"01:10:58.06,01:10:58.1,01:10:58.032,01:10:58.056,01:10:58.05,01:10:58.051","+00:16:34.3,+00:16:34,+00:16:34.14,+00:16:34.511,+00:16:33.848,+00:16:34.1,+00:16:34.10","01:10:58.056,01:10:58,01:10:58.00","+00:16:34.0608,+00:16:34,+00:16:34.0",18.93762,17.20116,16.38122,15.99576,15.67961,0.04295409,0.005500173,0.004010358,0.003881828,0.008007857,17.74193891,0.276132561,OSC Host,0,0.0,27.2,0.0,12000.0,377.0,0.064229,0.06533,0.0,18.347945,0.112975,-1.201799,0.18701,0.01006,0.025413,10.531,0.0435,53693.660337,0.177004,0.0013,0.000548,0.000597,2.0,17.741856,0.276253,-0.000664
SDSS1032,SN2005ez,"SN2005ez, 2MASS J03071103+0107121, SDSS-II SN 1032",SDSS J30711.01+010711.9,"03:07:11.03,03:07:11.0,03:07:10.968,03:07:10.944,03:07:10.97,03:07:10.970","+01:07:12.1,+01:07:12,+01:07:10.308,+01:07:10.272,+01:07:10.38,+01:07:10.4,+01:07:10.42,+01:07:10.36","03:07:11.018,03:07:11.016,03:07:10,03:07:10.00","+01:07:11.982,+01:07:11.928,+01:07:10,+01:07:10.0",20.93638,19.27947,18.20836,17.7309,17.34451,0.1383789,0.01567559,0.009251717,0.009094835,0.02111106,46.79593318,1.119994149,OSC Host,1.42E+11,0.0,21.3,0.2,8000.0,273.0,0.12903,0.12976,0.0,20.336945,0.115931,-2.528617,0.199976,0.050506,0.036779,10.456,0.022,53626.521013,0.198807,0.002692,0.001133,0.000838,2.0,46.795696,1.119552,-0.00124
SDSS10434,SN2005lk,"SN2005lk, SDSS-II SN 10434",SDSS J15949.73-011132.7,"21:59:49.42,21:59:49.4,21:59:49.44,21:59:49.43,21:59:49.430","-01:11:37.4,-01:11:37,-01:11:37.356,-01:11:37.464,-01:11:37.3,-01:11:37.28","21:59:49.68,21:59:49,21:59:49.00","-01:11:32.712,-01:11:37,-01:11:37.0",22.17187,25.11445,24.80233,24.36124,22.82629,0.3767409,1.112413,1.245345,1.162463,1.047925,329.9579851,-1.191586884,OSC Host,1.83E+09,1.5296015,2.45,1.0,3000.0,92.0,0.10289,0.10418,0.0,19.156988,0.114221,-0.005434,0.280897,-0.08741,0.026896,10.955,0.1285,53696.470787,0.217773,0.005774,0.000781,0.003225,2.0,-30.04409,-1.193712,-0.001137
SDSS10805,SN2005ku,"SN2005ku, SDSS-II SN 10805",SDSS J25942.66-000048.8,"22:59:42.61,22:59:42.6,22:59:42.72,22:59:42.48,22:59:42.610","+00:00:49.3,-00:00:49,-00:00:49.32,-00:00:49.356,-00:00:49.428,-00:00:49.8744,-00:00:49.30,-00:00:49.3,-00:00:49.28","22:59:42.72,22:59:42,22:59:42.00","-00:00:48.96,-00:00:48.8632,-00:00:49,-00:00:49.0",17.35034,16.19584,15.68327,15.33824,15.12018,0.02350006,0.004514961,0.00422259,0.004712355,0.01037187,344.9277945,-0.013549943,OSC Host,0,0.0,41.9,0.0,12000.0,42.0,0.04413,0.04542,0.0,17.531728,0.11486,-0.952693,0.402381,0.056678,0.024892,9.998,0.206,53698.687684,0.125472,0.006306,0.000594,0.003643,2.0,-15.072472,-0.01373,-0.000235
SDSS11067,SN2005ml,"SN2005ml, SDSS-II SN 11067",SDSS J21404.48-001420.5,"02:14:04.41,02:14:04.4,02:14:04.416,02:14:04.392,02:14:04.42,02:14:04.421","-00:14:21.0,-00:14:21,-00:14:21.048,-00:14:21.0408,-00:14:21.372,-00:14:21.1,-00:14:21.08","02:14:04.488,02:14:04,02:14:04.00","-00:14:20.508,-00:14:21,-00:14:21.0",21.45051,20.19729,19.69945,19.48783,19.63967,0.2436877,0.03683591,0.03530165,0.04235583,0.2016401,33.51869441,-0.239047563,OSC Host,2.66E+09,0.56109846,3.35,0.1,10000.0,323.0,0.11304,0.114,0.0,19.114133,0.112246,1.733698,0.520618,-0.072351,0.026351,9.42,0.0865,53702.777528,0.402505,0.005632,0.000568,0.006371,2.0,33.518394,-0.239178,-0.001195
SDSS1112,SN2005fg,"SN2005fg, SDSS-II SN 1112",SDSS J23604.05-002229.7,"22:36:04.20,22:36:04.2,22:36:04.32,22:36:04.200","-00:22:30.8,-00:22:31,-00:22:30.684,-00:22:30.972,-00:22:30.6804,-00:22:30.9828,-00:22:30.79,-00:22:30.83","22:36:04.08,22:36:04,22:36:04.00","-00:22:29.7372,-00:22:30,-00:22:30.0",19.98028,18.837,17.90698,17.47722,17.15298,0.1200608,0.01864902,0.01381007,0.01417313,0.0411739,339.0168922,-0.374906888,OSC Host,4.32E+10,0.0,8.72,0.1,10000.0,55.0,0.25611,0.25764,0.0,21.537919,0.12482,-0.623265,0.675408,-0.026817,0.051918,11.13,0.2175,53630.086004,0.67861,0.024142,0.001549,0.005258,2.0,-20.982361,-0.375189,-0.00045
SDSS11206,SN2005mm,"SN2005mm, SDSS-II SN 11206",SDSS J01309.56+010844.6,"00:13:09.55,00:13:09.6,00:13:09.5496,00:13:09.5448,00:13:09.54,00:13:09.550","+01:08:43.9,+01:08:44,+01:08:43.872,+01:08:43.944,+01:08:43.692,+01:08:43.91","00:13:09.5616,00:13:09,00:13:09.00","+01:08:44.592,+01:08:43,+01:08:43.0",23.82485,22.13066,20.65359,20.16947,19.64372,1.332141,0.1862769,0.05735081,0.05236612,0.1078831,3.289842483,1.145746927,OSC Host,3.71E+10,0.0,1.91,0.3,7000.0,445.0,0.38026,0.3819,0.0,22.200281,0.138121,-1.510288,0.87276,-0.205532,0.085154,10.689,0.1605,53697.222252,1.648688,0.032602,0.001346,0.032911,2.0,3.289774,1.145541,-0.000372
SDSS11300,SN2005ln,"SN2005ln, SDSS-II SN 11300",SDSS J02700.23-003511.6,"00:27:00.12,00:27:00.1,00:27:00.1176,00:27:00.108,00:27:00.120","-00:35:11.8,-00:35:12,-00:35:11.832,-00:35:11.8464,-00:35:12.0984,-00:35:11.80","00:27:00.2352,00:27:00,00:27:00.00","-00:35:11.6736,-00:35:11,-00:35:11.0",21.34312,20.06743,19.47902,19.25514,18.88651,0.2706859,0.04230956,0.03718582,0.04407391,0.1113745,6.751179671,-0.586568257,OSC Host,4.88E+09,0.84876091,1.74,0.1,10000.0,432.0,0.14547,0.1468,0.0,20.28342,0.113737,-1.607355,0.675537,0.075146,0.032765,9.291,0.1085,53699.544122,0.319765,0.008831,0.000895,0.010478,2.0,6.750494,-0.586624,-0.001234
SDSS1241,SN2005ff,"SN2005ff, SDSS-II SN 1241, SNF20051006-001",SDSS J23041.15-004634.4,"22:30:41.040,22:30:41.4,22:30:41.52,22:30:41.28,22:30:41.41,22:30:41.410","-00:46:34.47,-00:46:36,-00:46:35.724,-00:46:35.904,-00:46:35.7204,-00:46:35.8932,-00:46:35.8,-00:46:35.80,-00:46:35.76","22:30:41.147,22:30:41.23,22:30:41.04,22:30:41,22:30:41.00","-00:46:34.472,-00:46:35.7,-00:46:34.4964,-00:46:35,-00:46:35.0",20.33626,18.75146,17.78991,17.24309,16.85878,0.139148,0.01597274,0.01144334,0.01076304,0.02486358,337.6715146,-0.776229313,OSC Host,5.83E+10,0.0,45.3,0.1,11000.0,62.0,0.08889,0.0902,0.0,19.115082,0.11251,-0.547524,0.078724,0.048945,0.022754,10.171,0.132,53635.370749,0.078459,0.000578,0.000522,5.1e-05,2.0,-22.327475,-0.776589,-0.001014
SDSS1253,SN2005fd,"SN2005fd, SDSS-II SN 1253",SDSS J13511.66+000946.2,"21:35:11.76,21:35:11.8,21:35:11.760","+00:09:47.3,+00:09:47,+00:09:47.09,+00:09:46.98,+00:09:47.084,+00:09:46.969,+00:09:47.2,+00:09:47.20,+00:09:47.16","21:35:11.76,21:35:11,21:35:11.00","+00:09:46.2348,+00:09:47,+00:09:47.0",21.34455,20.22366,18.9946,18.46658,17.95852,0.2043148,0.03517813,0.01797473,0.01576477,0.04356121,323.7985611,0.162865583,OSC Host,9.09E+10,0.0,11.8,0.2,10000.0,115.0,0.26059,0.262,0.0,21.218177,0.120435,-0.959241,0.447847,-0.118798,0.048622,11.028,0.008,53634.279829,0.418644,0.010964,0.001294,0.002902,2.0,-36.200954,0.163079,-0.000413
SDSS12779,SN2006fd,"SN2006fd, SDSS-II SN 12779",SDSS J03753.43+011309.9,"20:37:53.25,20:37:53.28,20:37:53.251","+01:13:16.1,+01:13:16.032,+01:13:15.744,+01:13:16.10","20:37:53.52,20:37:53,20:37:53.00","+01:13:09.948,+01:13:16,+01:13:16.0",18.3253,16.56812,15.79191,15.39232,15.07253,0.07876939,0.007164113,0.005803232,0.00632839,0.01655174,309.4726566,1.219455638,OSC Host,0,0.0,1.86,0.0,12000.0,153.0,0.07891,0.07995,0.0,19.149702,0.117766,-0.561485,0.260778,0.096243,0.02955,10.59,0.077,53971.725984,0.969511,-0.006687,0.00111,-0.003254,2.0,-50.528126,1.221122,-0.000894
SDSS12781,SN2006er,"SN2006er, 2MASS J00213789-0100382, SDSS-II SN 12781",SDSS J02137.88-010038.2,"00:21:37.895,00:21:37.574,00:21:37.5744,00:21:37.56,00:21:37.54,00:21:37.541","-01:00:38.23,-01:00:35.892,-01:00:36.18,-01:00:35.9,-01:00:35.89","00:21:37.8888,00:21:37,00:21:37.00","-01:00:38.232,-01:00:35,-01:00:35.0",19.21688,17.3268,16.34412,15.91921,15.55608,0.05291017,0.006320552,0.00432925,0.004360642,0.009330118,5.407884646,-1.010616628,OSC Host,2.09E+11,0.0,10.6,0.1,11000.0,437.0,0.08304,0.08431,0.0,19.38627,0.115125,-1.832076,0.188047,0.036206,0.026776,10.955,0.189,53979.308963,0.223952,0.004178,0.000693,0.000831,2.0,5.406564,-1.009973,-0.000947
SDSS12843,SN2006fa,"SN2006fa, SDSS-II SN 12843",SDSS J13530.84-005846.6,"21:35:30.74,21:35:30.72,21:35:30.739","-00:58:49.0,-00:58:48.972,-00:58:48.9864,-00:58:49.2456,-00:58:49.01","21:35:30.842,21:35:30.96,21:35:30,21:35:30.00","-00:58:46.721,-00:58:46.6788,-00:58:49,-00:58:49.0",21.40008,25.1138,24.75489,24.32179,22.81784,0.2479442,1.940337,1.829659,1.712054,1.884414,323.8787004,-0.979238048,OSC Host,5.25E+09,4.378072,6.06,1.0,3000.0,114.0,0.16565,0.16695,0.0,20.412042,0.118455,-1.018684,0.298736,0.037459,0.034757,11.085,0.0175,53982.099112,0.195338,0.009281,0.001274,0.003463,2.0,-36.121914,-0.980274,-0.001166
SDSS12853,SN2006ey,"SN2006ey, 2MASS J21070356+0043239, SDSS-II SN 12853",SDSS J10703.55+004324.2,"21:07:03.563,21:07:03.84,21:07:03.6,21:07:03.73,21:07:03.730","+00:43:23.95,+00:43:23.05,+00:43:22.87,+00:43:22.879,+00:43:23.1,+00:43:23.09","21:07:03.567,21:07:03.6,21:07:03,21:07:03.00","+00:43:24.279,+00:43:24.2544,+00:43:23,+00:43:23.0",20.23663,19.41487,18.82383,18.34468,18.65145,0.06432436,0.0150712,0.01184266,0.01183892,0.04538365,316.7648596,0.723415327,OSC Host,2.16E+11,94.001832,109.0,0.6,5000.0,133.0,0.16817,0.1694,0.0,20.17402,0.116716,-0.580103,0.345009,-0.061756,0.031989,10.467,0.2205,53979.293471,0.325165,0.009354,0.001002,0.003283,2.0,-43.234436,0.72307,-0.001154
SDSS12855,SN2006fk,"SN2006fk, SDSS-II SN 12855",A220101+0042,"22:01:01.33,22:01:01.44,22:01:01.2,22:01:01.330","+00:42:58.5,+00:42:58.46,+00:42:58.1,+00:42:58.50","22:01:01.260,22:01:01,22:01:01.00","+00:42:57.543,+00:42:58,+00:42:58.0",25.59,20.57513,19.54174,19.0912,18.76187,1.68768,0.03375007,0.02337126,0.0247664,0.06286455,330.2551877,0.715901311,OSC Host,1.09E+10,0.0,14.0,0.1,11000.0,91.0,0.17063,0.172,0.0,20.781976,0.114853,-1.918197,0.29727,0.040563,0.034813,5.0,10.0,53996.15001,0.327576,0.002792,0.000969,0.000629,2.0,-29.744469,0.716239,-0.001141
SDSS12856,SN2006fl,"SN2006fl, SDSS-II SN 12856",SDSS J21127.68+004520.1,"22:11:27.600,22:11:27.6,22:11:27.71,22:11:27.710","+00:45:20.16,+00:45:21.53,+00:45:21.2,+00:45:21.521,+00:45:21.193,+00:45:21.5,+00:45:21.49","22:11:27.686,22:11:27.6,22:11:27,22:11:27.00","+00:45:20.156,+00:45:20.1204,+00:45:21,+00:45:21.0",20.17627,19.01446,18.34996,18.02543,17.8101,0.1255835,0.01914563,0.01529877,0.01728118,0.04718014,332.8653512,0.755584543,OSC Host,1.96E+10,1.0144623,2.84,0.1,10000.0,82.0,0.17028,0.17167,0.0,20.134725,0.112043,0.860171,0.200447,-0.089735,0.023235,10.118,0.3355,53996.913924,0.239305,0.001352,0.000465,0.000153,2.0,-27.134525,0.755978,-0.001143
SDSS12860,SN2006fc,"SN2006fc, SDSS-II SN 12860",SDSS J13446.79+011031.4,"21:34:46.800,21:34:46.56,21:34:46.61,21:34:46.610","+01:10:31.51,+01:10:33.276,+01:10:32.844,+01:10:33.3,+01:10:33.31","21:34:46.794,21:34:46.8,21:34:46,21:34:46.00","+01:10:31.523,+01:10:31.476,+01:10:33,+01:10:33.0",24.83069,22.95673,22.14544,20.59683,20.69602,0.969371,0.20267,0.1394472,0.05417393,0.2124645,323.6952368,1.175230488,OSC Host,2.03E+11,0.0,9.06,0.7,4500.0,116.0,0.12044,0.1217,0.0,20.209823,0.113463,-0.303464,0.20003,0.140894,0.027658,10.629,0.2095,53993.777027,0.278716,0.001212,0.000751,0.000619,2.0,-36.305805,1.175912,-0.001223
