JLA_name,OSC_name,Aliases,Host,OSC_RA,OSC_DEC,Host_RA,Host_DEC,global_u,global_g,global_r,global_i,global_z,global_u_err,global_g_err,global_r_err,global_i_err,global_z_err,SDSS_RA,SDSS_DEC,Flag,ZPEG_StMass,ZPEG_(Msol/an),ZPEG_Chi2/(nobs_tot-3),ZPEG_redshift,ZPEG_Age(Myr),Unnamed: 0,zcmb,zhel,dz,mb,dmb,x1,dx1,color,dcolor,3rdvar,d3rdvar,tmax,dtmax,cov_m_s,cov_m_c,cov_s_c,set,ra,dec,biascor
SDSS17875,SN2007jz,"SN2007jz, SDSS-II SN 17875",SDSS J12356.09+011518.2,"01:23:56.01,01:23:55.992,01:23:56.016","+01:15:18.0,+01:15:17.568,+01:15:17.964","01:23:56.094,01:23:56.088,01:23:56,01:23:56.00","+01:15:18.254,+01:15:18.288,+01:15:18,+01:15:18.0",21.8634,21.07625,20.05796,19.43901,19.11006,0.3403097,0.06360912,0.03586295,0.0297855,0.07442954,20.98378453,1.25507978,OSC Host,1.85E+11,17.252928,5.29,0.5,8000.0,366.0,0.21075,0.212,0.0,21.022641,0.116152,1.120316,0.320101,-0.030671,0.03845,10.533,0.228,54362.45558,0.40222,0.005261,0.000913,-0.000589,2.0,20.983381,1.254994,-0.000851
SDSS17880,SN2007jd,"SN2007jd, 2MASS J02595368+0109368, SDSS-II SN 17880",SDSS J25953.65+010936.1,"02:59:53.688,02:59:53.352,02:59:53.376,02:59:53.37","+01:09:36.83,+01:09:38.268,+01:09:38.556,+01:09:38.6","02:59:53.659,02:59:53.664,02:59:53,02:59:53.00","+01:09:36.249,+01:09:36.144,+01:09:38,+01:09:38.0",19.07668,17.67167,17.01254,16.63478,16.36852,0.05621437,0.01393818,0.007525811,0.007902524,0.02912968,44.97356955,1.160046231,OSC Host,7.61E+10,2.9669923,11.9,0.1,11000.0,278.0,0.07195,0.07267,0.0,18.984126,0.112772,-0.923587,0.108898,0.181137,0.02598,10.07,0.2365,54363.270767,0.157028,0.000753,0.000536,-6.8e-05,2.0,44.972374,1.160707,-0.000793
SDSS17884,SN2007kt,"SN2007kt, SDSS-II SN 17884",SDSS J15023.83+011020.4,"01:50:23.83,01:50:23.952,01:50:23.96","+01:10:20.5,+01:10:19.2,+01:10:19.452,+01:10:19.5","01:50:23.837,01:50:23.832,01:50:23,01:50:23.00","+01:10:20.556,+01:10:20.496,+01:10:19,+01:10:19.0",21.69036,20.84575,19.98062,19.4906,19.3208,0.2498308,0.04994036,0.03429738,0.0343723,0.1087168,27.59936376,1.172397184,OSC Host,5.46E+10,3.7699349,0.891,0.3,9000.0,342.0,0.23782,0.239,0.0,20.859375,0.116252,0.664166,0.28044,-0.124117,0.03674,10.134,0.3855,54369.032977,0.270993,0.006059,0.000897,0.000898,2.0,27.599838,1.172075,-0.000611
SDSS1794,SN2005fj,"SN2005fj, SDSS-II SN 1794",SDSS J11120.86-002643.4,"21:11:20.85,21:11:20.9,21:11:20.88,21:11:20.851","-00:26:43.3,-00:26:43,-00:26:43.332,-00:26:43.1988,-00:26:43.4652,-00:26:43.30","21:11:20.88,21:11:20,21:11:20.00","-00:26:43.4004,-00:26:43,-00:26:43.0",22.28176,20.92381,20.40551,20.18489,20.26875,0.5659169,0.06211284,0.05764211,0.07291857,0.3412392,317.8370078,-0.445374507,OSC Host,1.65E+09,0.3067111,0.798,0.1,11000.0,131.0,0.14139,0.1426,0.0,20.083504,0.113002,1.153668,0.317399,0.030808,0.025736,9.7,0.596,53624.72013,0.552737,0.000467,0.000618,0.000402,2.0,-42.163181,-0.445333,-0.00124
SDSS18091,SN2007ku,"SN2007ku, SDSS-II SN 18091",SDSS J13328.29+003128.5,"01:33:28.30,01:33:28.2,01:33:28.21","+00:31:28.6,+00:31:28.852,+00:31:28.567,+00:31:28.8","01:33:28.296,01:33:28,01:33:28.00","+00:31:28.578,+00:31:28,+00:31:28.0",21.937,20.46202,19.47297,19.026,18.7582,0.2511738,0.03584217,0.02358296,0.026053,0.07147615,23.36795535,0.524641309,OSC Host,1.18E+10,0.0,1.79,0.1,11000.0,359.0,0.37013,0.3715,0.0,21.893176,0.138604,-0.647918,0.649742,-0.195436,0.063142,11.162,0.2285,54372.177208,0.582745,0.042947,0.001873,0.015513,2.0,23.367535,0.524681,-0.000264
SDSS18241,SN2007ks,"SN2007ks, SDSS-II SN 18241",SDSS J04933.01-004543.0,"20:49:33.120,20:49:33.12,20:49:33.06","-00:45:42.94,-00:45:42.552,-00:45:42.2028,-00:45:42.5628,-00:45:42.2","20:49:33.003,20:49:33.12,20:49:33,20:49:33.00","-00:45:42.944,-00:45:43.0776,-00:45:42,-00:45:42.0",24.50679,24.08915,21.55811,20.69523,20.89921,1.050447,0.4447512,0.07014933,0.04758003,0.2201976,312.3886935,-0.76200108,OSC Host,8.34E+10,0.0,9.64,0.5,6000.0,147.0,0.09391,0.095,0.0,19.176568,0.11374,-1.123374,0.12998,-0.085483,0.025315,10.016,0.37,54372.950212,0.157066,0.001639,0.000632,0.000163,2.0,-47.612259,-0.761723,-0.001064
SDSS18298,SN2007li,"SN2007li, 2MASS J01130402-0032239, SDSS-II SN 18298",SDSS J11304.02-003224.0,"01:13:04.02,01:13:03.984,01:13:04.008,01:13:04.01","-00:32:24.0,-00:32:24.504,-00:32:24.0432,-00:32:24.5148","01:13:04.030,01:13:04.032,01:13:04,01:13:04.00","-00:32:24.006,-00:32:24.072,-00:32:24,-00:32:24.0",22.10212,23.75633,22.4613,21.3922,22.82699,0.3043154,0.5439768,0.2788115,0.1665846,0.9419217,18.26723681,-0.540388293,OSC Host,4.23E+10,7.4752707,6.53,0.7,6000.0,374.0,0.11863,0.11982,0.0,20.541778,0.127194,-2.724252,0.288071,0.255113,0.047959,10.684,0.17,54374.32564,0.212193,0.01227,0.002621,0.005152,2.0,18.266731,-0.540012,-0.001217
SDSS18323,SN2007kx,"SN2007kx, SDSS-II SN 18323",SDSS J01342.87+003908.3,"00:13:42.874,00:13:42.871,00:13:42.8712,00:13:42.88","+00:39:08.38,+00:39:07.416,+00:39:07.758,+00:39:07.4268,+00:39:07.8","00:13:42.873,00:13:42.8784,00:13:42,00:13:42.00","+00:39:08.378,+00:39:08.3592,+00:39:07,+00:39:07.0",22.63663,21.19926,20.60963,20.49928,19.96362,0.5861779,0.06976449,0.05333928,0.07425882,0.1543549,3.428670581,0.652313474,OSC Host,1.44E+09,0.29223683,2.61,0.1,9000.0,444.0,0.15363,0.155,0.0,20.240999,0.115274,0.15976,0.219868,-0.043411,0.028313,9.261,0.454,54375.478957,0.162004,0.005078,0.000808,0.001417,2.0,3.428632,0.652155,-0.001214
SDSS18325,SN2007mv,"SN2007mv, 2MASS J00353766+0022102, SDSS-II SN 18325",SDSS J03537.64+002210.1,"00:35:37.668,00:35:37.37,00:35:37.3752,00:35:37.368","+00:22:10.29,+00:22:11.89,+00:22:12.126,+00:22:11.888,+00:22:12.1","00:35:37.644,00:35:37,00:35:37.00","+00:22:10.1496,+00:22:12,+00:22:12.0",21.2451,19.66071,18.39623,17.81614,17.44919,0.2085195,0.02238739,0.012132,0.01102862,0.03227945,8.906865811,0.369504136,OSC Host,3.13E+11,0.0,13.2,0.3,7000.0,418.0,0.25356,0.255,0.0,21.278008,0.120869,0.392895,0.368987,-0.055306,0.044017,11.019,0.1985,54378.649084,0.426814,0.011958,0.001321,0.00304,2.0,8.905735,0.370035,-0.000472
SDSS18375,SN2007lg,"SN2007lg, 2MASS J00460392-0000388, SDSS-II SN 18375",SDSS J04603.93-000038.4,"00:46:03.93,00:46:03.936,00:46:03.95","-00:00:38.9,-00:00:37.656,-00:00:37.3716,-00:00:37.6596,-00:00:37.4","00:46:03.935,00:46:03.936,00:46:03,00:46:03.00","+00:00:38.441,-00:00:38.443,-00:00:37,-00:00:37.0",18.22193,16.58444,15.96691,15.76099,15.65745,0.01287022,0.003969049,0.003920845,0.003949414,0.006237865,11.51723853,0.010822302,OSC Host,0,0.0,2030.0,0.0,10000.0,407.0,0.10725,0.1085,0.0,19.337775,0.111743,0.163568,0.125517,0.066199,0.020874,10.139,0.098,54383.896714,0.219497,0.000161,0.000443,9.2e-05,2.0,11.516434,-0.010381,-0.001165
SDSS18415,SN2007la,"SN2007la, SDSS-II SN 18415",SDSS J22954.60+010330.4,"22:29:54.720,22:29:54.72,22:29:54.78","+01:03:30.49,+01:03:30.636,+01:03:30.996,+01:03:30.9","22:29:54.602,22:29:54.72,22:29:54,22:29:54.00","+01:03:30.480,+01:03:30.492,+01:03:30,+01:03:30.0",22.41547,22.30592,24.80211,21.88752,22.83209,0.3420629,0.1256009,0.9552179,0.2031023,0.7453126,337.4781089,1.058579117,OSC Host,8.03E+09,5.7323243,14.9,0.9,3500.0,65.0,0.12961,0.13097,0.0,19.866162,0.113841,-1.62361,0.175057,-0.086675,0.028141,10.832,0.1715,54381.428755,0.243849,0.001265,0.000735,0.000405,2.0,-22.521715,1.058609,-0.001241
SDSS18463,SN2007kv,"SN2007kv, SDSS-II SN 18463",SDSS J11015.93+002819.1,"01:10:15.94,01:10:15.816,01:10:15.84","+00:28:19.2,+00:28:19.02,+00:28:19.337,+00:28:19.031,+00:28:19.3","01:10:15.936,01:10:15,01:10:15.00","+00:28:19.1352,+00:28:19,+00:28:19.0",21.81067,20.88576,20.10793,19.81052,19.68932,0.2214713,0.04503502,0.03641634,0.04065575,0.1308646,17.5664507,0.471983308,OSC Host,3.00E+10,6.0827978,1.25,0.3,9000.0,379.0,0.26665,0.268,0.0,21.322503,0.120817,0.941316,0.405739,-0.043687,0.045963,10.406,0.0995,54376.516334,0.430768,0.013279,0.001308,0.002764,2.0,17.565994,0.472038,-0.000365
SDSS18485,SN2007nu,"SN2007nu, SDSS-II SN 18485",SDSS J31150.16-004133.5,"03:11:50.18,03:11:50.16,03:11:50.184","-00:41:32.7,-00:41:33.18,-00:41:32.6976,-00:41:33.1656","03:11:50.16,03:11:50,03:11:50.00","-00:41:33.5184,-00:41:32,-00:41:32.0",21.51719,20.40322,19.47059,19.00846,18.71467,0.2169798,0.03605811,0.02648199,0.02688784,0.0808707,47.95907632,-0.692640417,OSC Host,8.55E+10,5.9049206,2.78,0.3,9000.0,269.0,0.27822,0.279,0.0,21.278193,0.117336,1.31567,0.410743,-0.088149,0.039231,10.63,0.121,54388.937629,0.453899,0.009487,0.000943,0.002316,2.0,47.959118,-0.692416,-0.000279
SDSS18486,SN2007ln,"SN2007ln, SDSS-II SN 18486",A034043+0100,"03:40:43.21,03:40:43.176,03:40:43.2","+01:00:11.0,+01:00:10.8,+01:00:11.088","03:40:43,03:40:43.00","+01:00:11,+01:00:11.0",26.53921,23.46217,21.81171,21.54995,23.63416,0.8990328,0.7338967,0.1842005,0.1764007,0.6714731,55.18006842,1.003075446,OSC Host,1.73E+09,0.0,17.2,0.2,8000.0,249.0,0.2454,0.246,0.0,20.753569,0.114389,1.112899,0.263746,-0.108783,0.034045,5.0,10.0,54390.103297,0.283616,0.003544,0.000771,0.000643,2.0,55.180023,1.003079,-0.000543
SDSS18602,SN2007lo,"SN2007lo, SDSS-II SN 18602",SDSS J23556.07+003632.6,"22:35:56.160,22:35:55.92,22:35:56.16,22:35:56.06","+00:36:32.79,+00:36:32.98,+00:36:33.268,+00:36:32.965,+00:36:33.2","22:35:56.082,22:35:56.16,22:35:56,22:35:56.00","+00:36:32.786,+00:36:32.6952,+00:36:33,+00:36:33.0",23.09472,21.76667,21.08984,20.49168,21.20046,1.198143,0.1360574,0.1130769,0.09307217,0.6452421,338.98376,0.609195987,OSC Host,5.42E+10,15.575695,1.58,0.6,7000.0,56.0,0.13362,0.135,0.0,20.091364,0.113865,0.915935,0.181596,0.062187,0.027935,9.408,0.2115,54393.768678,0.132757,0.002792,0.000776,0.001358,2.0,-21.016417,0.609241,-0.001244
SDSS18604,SN2007lp,"SN2007lp, SDSS-II SN 18604",SDSS J24340.96+002513.8,"22:43:41.040,22:43:41.04,22:43:41.01","+00:25:13.84,+00:25:16.72,+00:25:16.97,+00:25:16.698,+00:25:16.9","22:43:40.964,22:43:41.04,22:43:41,22:43:41.00","+00:25:13.839,+00:25:13.8036,+00:25:16,+00:25:16.0",24.93377,25.04838,23.63279,21.77794,21.99552,0.7343752,0.6066353,0.3730137,0.1271795,0.474458,340.9208163,0.421305233,OSC Host,8.19E+10,0.0,2.71,0.7,6000.0,51.0,0.17656,0.178,0.0,20.912797,0.113509,-2.079275,0.215555,-0.046418,0.029501,10.812,0.0515,54387.374357,0.208013,0.001807,0.000695,0.000382,2.0,-19.079082,0.42138,-0.001107
SDSS18612,SN2007lc,"SN2007lc, 2MASS J00490912+0035478, SDSS-II SN 18612",SDSS J04909.12+003547.7,"00:49:09.13,00:49:09.096,00:49:09.10","+00:35:47.8,+00:35:48.77,+00:35:49.045,+00:35:48.75,+00:35:49.2","00:49:09.121,00:49:09.12,00:49:09,00:49:09.00","+00:35:47.850,+00:35:47.7996,+00:35:49,+00:35:49.0",19.34097,17.74243,16.87832,16.43119,16.13283,0.0479769,0.007808986,0.005691337,0.0058402,0.01215881,12.28802922,0.596620906,OSC Host,1.05E+11,0.0,25.5,0.1,9000.0,401.0,0.11368,0.11493,0.0,19.674591,0.111953,-0.734703,0.132844,0.060165,0.022187,10.764,0.161,54383.704683,0.173415,0.000459,0.000478,8.8e-05,2.0,12.287929,0.596957,-0.001198
SDSS18617,SN2007mw,"SN2007mw, SDSS-II SN 18617",SDSS J30302.73+005057.7,"23:03:02.64,23:03:02.88,23:03:02.76","+00:50:57.8,+00:50:56.994,+00:50:56.753,+00:50:57.0","23:03:02.64,23:03:02,23:03:02.00","+00:50:57.786,+00:50:57,+00:50:57.0",26.69559,23.2667,21.90067,24.76728,21.31299,0.3996962,0.305085,0.1742773,1.257572,0.5758366,345.7617843,0.849676388,OSC Host,3.28E+08,0.0,14.1,0.1,11000.0,37.0,0.32038,0.322,0.0,22.0083,0.12816,-0.256202,0.881585,-0.021879,0.05696,9.922,0.3815,54381.322021,1.259517,0.028865,0.0012,0.005511,2.0,-14.238505,0.849165,-8.9e-05
SDSS18697,SN2007ma,"SN2007ma, 2MASS J00445377-0059488, SDSS-II SN 18697",SDSS J04453.81-005948.6,"00:44:53.77,00:44:53.736,00:44:53.75","-00:59:48.9,-00:59:49.3944,-00:59:49.6572,-00:59:49.3","00:44:53.809,00:44:53.808,00:44:53,00:44:53.00","-00:59:48.705,-00:59:48.6672,-00:59:49,-00:59:49.0",19.99154,18.68024,18.08442,17.62921,17.38087,0.06473674,0.01245241,0.01109608,0.01157695,0.03186985,11.22422363,-0.996869578,OSC Host,0,0.0,21.4,0.0,12000.0,409.0,0.10602,0.10726,0.0,19.224685,0.111682,0.749838,0.119928,-0.002746,0.02118,10.69,0.2505,54384.431042,0.193364,0.000147,0.000444,3e-06,2.0,11.223947,-0.997054,-0.001158
SDSS18721,SN2007mu,"SN2007mu, SDSS-II SN 18721",SDSS J01218.66-000439.5,"00:12:18.56,00:12:18.538,00:12:18.564,00:12:18.5376","-00:04:38.3,-00:04:38.568,-00:04:38.3448,-00:04:38.5752","00:12:18.6624,00:12:18,00:12:18.00","-00:04:39.5101,-00:04:38,-00:04:38.0",22.08468,20.97641,19.64956,19.09359,18.66795,0.335905,0.0538565,0.02657774,0.02327005,0.05889852,3.077783465,-0.077654405,OSC Host,9.72E+10,0.0,3.8,0.3,7000.0,449.0,0.39135,0.393,0.0,22.096499,0.148848,0.144953,0.849228,-0.134777,0.070013,11.14,0.0095,54371.389306,0.737074,0.069409,0.002168,0.019717,2.0,3.077347,-0.077318,-0.000524
SDSS18740,SN2007mc,"SN2007mc, SDSS-II SN 18740",SDSS J10725.69+010237.3,"01:07:25.70,01:07:25.248,01:07:25.272,01:07:25.28","+01:02:37.4,+01:02:37.248,+01:02:37.5","01:07:25.704,01:07:25,01:07:25.00","+01:02:37.356,+01:02:37,+01:02:37.0",20.97272,19.25137,18.3392,17.91809,17.56131,0.1747325,0.01940737,0.01332501,0.01443594,0.03675938,16.8570684,1.043748044,OSC Host,2.90E+10,0.0,0.661,0.1,10000.0,387.0,0.15575,0.157,0.0,20.174029,0.111931,-0.034977,0.125853,0.024848,0.022343,10.454,0.112,54391.805751,0.107531,0.000838,0.000467,0.000325,2.0,16.855324,1.043746,-0.001207
SDSS18749,SN2007mb,"SN2007mb, 2MASS J00501118+0040327, SDSS-II SN 18749",SDSS J05011.18+004032.5,"00:50:11.188,00:50:11.352,00:50:11.36","+00:40:32.70,+00:40:31.15,+00:40:31.523,+00:40:31.166,+00:40:31.5","00:50:11.181,00:50:11.184,00:50:11,00:50:11.00","+00:40:32.560,+00:40:32.5956,+00:40:31,+00:40:31.0",20.81969,19.16734,17.95234,17.49571,17.16692,0.1402656,0.01541539,0.008692373,0.009144274,0.02241752,12.54660512,0.675709883,OSC Host,1.94E+11,0.0,6.42,0.2,9000.0,400.0,0.18667,0.188,0.0,21.077159,0.114334,-1.441241,0.373975,0.065591,0.032761,10.876,0.039,54385.105524,0.432717,0.003176,0.000834,0.000932,2.0,12.547336,0.675423,-0.001041
SDSS18768,SN2007lh,"SN2007lh, SDSS-II SN 18768",SDSS J10851.95+011152.0,"01:08:52.02,01:08:52.008","+01:11:52.4,+01:11:51.972,+01:11:52.368","01:08:51.996,01:08:51.96,01:08:52,01:08:52.00","+01:11:52.187,+01:11:52.008,+01:11:52,+01:11:52.0",23.92438,25.30567,23.0623,22.00171,22.72683,0.9285862,0.633144,0.3229952,0.2047214,0.8026779,17.21644747,1.197784256,OSC Host,2.68E+10,0.0,1.9,0.5,8000.0,381.0,0.19671,0.198,0.0,20.998833,0.118689,-0.446422,0.294152,-0.030251,0.037405,9.567,0.239,54378.986482,0.391012,0.008031,0.001221,0.002946,2.0,17.216736,1.197879,-0.000966
SDSS18787,SN2007mf,"SN2007mf, SDSS-II SN 18787",SDSS J15854.85-010137.0,"01:58:54.86,01:58:55.104,01:58:55.152,01:58:55.14","-01:01:37.1,-01:01:37.992,-01:01:37.452,-01:01:37.5","01:58:54.861,01:58:54.864,01:58:55,01:58:55.00","-01:01:37.081,-01:01:37.092,-01:01:37,-01:01:37.0",20.65223,19.38221,18.28835,17.80049,17.50673,0.1335557,0.02049855,0.01254696,0.01209761,0.0319731,29.72859141,-1.02696991,OSC Host,1.32E+11,0.0,10.9,0.2,8000.0,338.0,0.19191,0.193,0.0,21.201846,0.114568,0.145971,0.430633,0.035637,0.031868,10.829,0.0145,54387.249523,0.448832,0.006381,0.000812,0.00263,2.0,29.729753,-1.027071,-0.001003
SDSS18804,SN2007me,"SN2007me, SDSS-II SN 18804",SDSS J14103.84-002653.8,"01:41:03.840,01:41:03.744,01:41:03.75","-00:26:53.78,-00:26:54.636,-00:26:54.4164,-00:26:54.6396,-00:26:54.5","01:41:03.846,01:41:03.84,01:41:03,01:41:03.00","-00:26:53.776,-00:26:53.8368,-00:26:54,-00:26:54.0",21.43338,20.01773,19.22273,18.90723,19.1308,0.3833234,0.05479164,0.03327925,0.03330903,0.1342995,25.2660681,-0.448252295,OSC Host,5.45E+10,13.091722,9.98,0.3,8000.0,355.0,0.19084,0.192,0.0,20.425403,0.112617,0.947789,0.1976,-0.045704,0.024894,9.965,0.033,54392.808559,0.173571,0.002032,0.00054,0.00049,2.0,25.265629,-0.448449,-0.001011
SDSS18809,SN2007mi,"SN2007mi, 2MASS J03233136+0040022, SDSS-II SN 18809",SDSS J32331.35+004002.1,"03:23:31.365,03:23:31.512,03:23:31.488,03:23:31.52","+00:40:02.22,+00:39:59.882,+00:39:59.634,+00:40:00.0","03:23:31.351,03:23:31.344,03:23:31,03:23:31.00","+00:40:02.174,+00:40:02.1576,+00:40:00.0",20.35436,18.42497,17.26081,16.77377,16.35874,0.09239525,0.008954669,0.005638345,0.005626396,0.01060371,50.8806529,0.667266302,OSC Host,4.08E+11,0.0,39.3,0.2,10000.0,263.0,0.12837,0.129,0.0,19.747603,0.112485,-1.172856,0.179369,-0.07694,0.024079,10.933,0.028,54383.153867,0.267881,0.000264,0.000543,0.000241,2.0,50.881317,0.666634,-0.00124
SDSS18855,SN2007mh,"SN2007mh, 2MASS J03143208+0016082, SDSS-II SN 18855",SDSS J31432.11+001608.0,"03:14:32.088,03:14:31.752,03:14:31.77","+00:16:08.27,+00:16:11.1,+00:16:11.345,+00:16:11.096,+00:16:11.4","03:14:32.112,03:14:31,03:14:31.00","+00:16:08.0328,+00:16:11,+00:16:11.0",22.61966,22.26029,21.70982,22.10887,21.15406,0.3954236,0.1399991,0.1311908,0.2668603,0.4371031,48.63385032,0.268585193,OSC Host,9.77E+08,0.28250032,2.46,0.2,8000.0,268.0,0.12715,0.12783,0.0,19.700776,0.111895,0.247941,0.143765,-0.027883,0.022132,10.246,0.2035,54385.974864,0.208046,0.000527,0.000479,0.000251,2.0,48.632347,0.269818,-0.001238
SDSS18927,SN2007nt,"SN2007nt, SDSS-II SN 18927",SDSS J30643.76-004514.7,"03:06:43.80,03:06:43.776,03:06:43.8","-00:45:14.5,-00:45:14.832,-00:45:14.4684,-00:45:14.8428","03:06:43.764,03:06:43.776,03:06:43,03:06:43.00","-00:45:14.706,-00:45:14.7492,-00:45:14,-00:45:14.0",21.49938,20.3777,19.70109,19.23692,18.88332,0.1563336,0.02782313,0.02591844,0.02592706,0.07334599,46.68236551,-0.754066876,OSC Host,2.84E+10,2.7156456,4.77,0.2,10000.0,274.0,0.21323,0.214,0.0,21.240608,0.117876,-0.590113,0.377161,0.113055,0.040001,10.489,0.3495,54386.817775,0.404823,0.007375,0.001266,0.001881,2.0,46.682472,-0.754019,-0.00083
SDSS18940,SN2007sb,"SN2007sb, SDSS-II SN 18940",SDSS J04123.67+002442.6,"00:41:23.69,00:41:23.736,00:41:23.76,00:41:23.75","+00:24:42.4,+00:24:42.77,+00:24:43.024,+00:24:42.782,+00:24:43.0","00:41:23.684,00:41:23.688,00:41:23,00:41:23.00","+00:24:42.484,+00:24:42.6708,+00:24:43,+00:24:43.0",24.32634,25.05147,24.44768,24.3357,20.97851,0.9811187,0.5253658,0.6074325,0.6298569,0.2462911,10.34913749,0.411780348,OSC Host,5.12E+10,0.0,5.9,1.0,5000.0,411.0,0.21861,0.22,0.0,20.966724,0.114762,-0.943963,0.213801,-0.048746,0.034043,10.15,0.3025,54396.725361,0.190948,0.002941,0.000875,0.000883,2.0,10.348955,0.411951,-0.000782
SDSS18945,SN2007nd,"SN2007nd, SDSS-II SN 18945",A004018-0102,"00:40:18.81,00:40:18.792,00:40:18.816","-01:02:14.5,-01:02:14.712,-01:02:14.532","00:40:18,00:40:18.00","-01:02:14,-01:02:14.0",23.88309,22.92642,22.23524,21.0236,20.70127,1.267948,0.3384043,0.2488455,0.1246386,0.3334259,10.07449117,-1.035919503,OSC Host,1.23E+11,0.0,0.309,0.7,5000.0,413.0,0.26856,0.27,0.0,21.597167,0.118128,0.138984,0.489273,-0.048331,0.042096,5.0,10.0,54390.386739,0.436037,0.012404,0.000971,0.002814,2.0,10.078404,-1.037373,-0.00035
SDSS18965,SN2007ne,"SN2007ne, SDSS-II SN 18965",SDSS J05402.21+010408.1,"00:54:02.21,00:54:02.208,00:54:02.184,00:54:02.20","+01:04:08.0,+01:04:08.076,+01:04:08.472,+01:04:08.4","00:54:02.208,00:54:02,00:54:02.00","+01:04:08.079,+01:04:08.112,+01:04:08,+01:04:08.0",25.16574,24.94598,24.01455,21.79216,20.70958,1.001374,0.6701733,0.7301038,0.1827804,0.2585206,13.5096903,1.069952263,OSC Host,3.84E+11,0.0,1.59,1.0,5000.0,398.0,0.20466,0.206,0.0,20.719102,0.115117,-0.639717,0.226971,-0.111895,0.035023,10.443,0.008,54395.342379,0.187653,0.003546,0.000908,0.000767,2.0,13.509144,1.069021,-0.000902
SDSS19002,SN2007nh,"SN2007nh, SDSS-II SN 19002",SDSS J25027.89-003304.2,"02:50:27.89,02:50:27.672,02:50:27.696,02:50:27.69","-00:33:04.2,-00:33:04.536,-00:33:04.1868,-00:33:04.5288","02:50:27.888,02:50:27,02:50:27.00","-00:33:04.266,-00:33:04,-00:33:04.0",21.78648,20.71461,19.58371,19.21446,18.86007,0.1894936,0.03204802,0.01891609,0.01965488,0.04991966,42.61620426,-0.551185014,OSC Host,1.01E+10,0.0,15.2,0.1,11000.0,284.0,0.2671,0.268,0.0,21.206503,0.116111,0.323447,0.313376,-0.097382,0.037311,10.459,0.176,54393.131239,0.28515,0.006095,0.000899,0.001389,2.0,42.615364,-0.551163,-0.000361
SDSS19008,SN2007mz,"SN2007mz, SDSS-II SN 19008",SDSS J20751.19-010412.1,"22:07:51.20,22:07:51.12","-01:04:11.8,-01:04:12.072,-01:04:11.784","22:07:51.189,22:07:51.12,22:07:51,22:07:51.00","-01:04:12.238,-01:04:12.18,-01:04:11,-01:04:11.0",23.2618,20.79967,19.81279,19.32277,19.18313,1.254943,0.05048231,0.03166405,0.03106993,0.1008877,331.9633212,-1.070025836,OSC Host,8.72E+09,0.0,2.96,0.1,11000.0,87.0,0.21757,0.219,0.0,21.084988,0.11934,1.079449,0.390063,0.085294,0.040022,10.62,0.233,54392.648786,0.348655,0.011908,0.001404,0.004563,2.0,-28.036657,-1.069943,-0.000792
SDSS19027,SN2007my,"SN2007my, SDSS-II SN 19027",SDSS J15532.16-002218.4,"21:55:32.16,21:55:32.20","-00:22:18.5,-00:22:19.344,-00:22:19.1856,-00:22:19.3332,-00:22:19.2","21:55:32.16,21:55:32,21:55:32.00","-00:22:18.426,-00:22:19,-00:22:19.0",22.89093,22.35706,21.58565,21.2945,20.91217,0.5715435,0.1404239,0.1097114,0.1272963,0.3824582,328.8841141,-0.371790708,OSC Host,6.30E+09,1.5113655,0.0847,0.3,8000.0,98.0,0.2935,0.295,0.0,21.355269,0.120303,0.469262,0.540037,-0.006881,0.045438,9.254,0.205,54386.552133,0.626798,0.015972,0.001161,0.003692,2.0,-31.115822,-0.371996,-0.000184
SDSS19067,SN2007oq,"SN2007oq, SDSS-II SN 19067",A214230+0059,"21:42:30.75,21:42:30.72","+00:59:04.6,+00:59:04.344,+00:59:04.5816,+00:59:04.3512","21:42:30,21:42:30.00","+00:59:04,+00:59:04.0",23.98043,23.10107,22.45202,21.78935,22.28651,0.8664898,0.2019622,0.1637089,0.1314587,0.605965,325.6280495,0.984557052,OSC SN,1.67E+10,5.5449333,0.881,0.6,5000.0,111.0,0.35346,0.355,0.0,21.770897,0.125157,0.55207,0.768177,-0.065751,0.055276,5.0,10.0,54386.859606,0.850347,0.030448,0.001246,0.010792,2.0,-34.37188,0.984606,-0.000144
SDSS19101,SN2007ml,"SN2007ml, SDSS-II SN 19101",A003153+0008,"00:31:53.46,00:31:53.441,00:31:53.4528,00:31:53.4408","+00:08:17.9,+00:08:17.63,+00:08:17.873","00:31:53,00:31:53.00","+00:08:17,+00:08:17.0",22.22162,24.87139,24.86681,24.57372,23.46166,0.1717431,0.4674803,0.5195574,0.5052842,0.4762614,7.973033245,0.138134441,OSC SN,1.62E+09,1.3478341,14.2,1.0,3000.0,422.0,0.18563,0.187,0.0,20.773682,0.11449,-0.170077,0.214237,0.045482,0.029797,5.0,10.0,54395.197986,0.173785,0.003674,0.000787,0.001427,2.0,7.972722,0.138298,-0.001048
