,JLA_name,OSC_name,Aliases,Host,RA,DEC,Host_RA,Host_DEC,global_u,global_g,global_r,global_i,global_z,global_u_err,global_g_err,global_r_err,global_i_err,global_z_err,SDSS_RA,SDSS_DEC,Flag,Unnamed: 0,zcmb,zhel,dz,mb,dmb,x1,dx1,color,dcolor,3rdvar,d3rdvar,tmax,dtmax,cov_m_s,cov_m_c,cov_s_c,set,ra,dec,biascor,ZPEG_StMass,ZPEG_SFR(Msol/an),ZPEG_Chi2/(nobs_tot-3),ZPEG_Redshift,ZPEG_Age(Myr)
254,SDSS19596,SN2007po,"SN2007po, SDSS-II SN 19596",SDSS J33532.31+004213.4,"03:35:32.23,03:35:32.232","+00:42:12.1,+00:42:11.92,+00:42:12.103,+00:42:11.905","03:35:32.304,03:35:32,03:35:32.00","+00:42:13.428,+00:42:12,+00:42:12.0",22.63173087,21.25038309,20.49332877,20.49090477,19.37135193,1.896714,0.2565625,0.2044355,0.2649446,0.3815351,53.88516659,0.702990217,OSC Host,254,0.29135,0.292,0,21.541949,0.12122,0.639978,0.498773,-0.04433,0.045916,9.565,0.232,54396.52104,0.430263,0.01679,0.001181,0.004372,2,53.884281,0.703362,-0.000196,1.32E+10,3.80E+00,9.51E-01,2.91E-01,7000
255,SDSS14108,SN2006hu,"SN2006hu, SDSS-II SN 14108",SDSS J33422.72-010722.8,"03:34:22.728,03:34:22.68,03:34:22.704,03:34:22.72,03:34:22.721","-01:07:23.30,-01:07:23.556,-01:07:23.88,-01:07:23.5,-01:07:23.48","03:34:22.730,03:34:22.728,03:34:22,03:34:22.00","-01:07:23.321,-01:07:22.908,-01:07:23,-01:07:23.0",25.72638464,22.84710279,21.67908755,21.87067121,21.22750067,0.3500708,0.286235,0.141381,0.235306,0.4212367,53.59477829,-1.123139399,OSC Host,255,0.13243,0.133,0,20.147341,0.112393,0.248082,0.143225,-0.000855,0.024455,8.938,0.467,54010.21064,0.171477,0.000747,0.000564,0.000275,2,53.594646,-1.12321,-0.001243,2.21E+09,0.00E+00,5.62E+00,1.32E-01,11000
256,SDSS15213,SN2006lk,"SN2006lk, SDSS-II SN 15213",SDSS J33204.61-000600.8,"03:32:04.60,03:32:04.584,03:32:04.601","-00:06:00.6,-00:06:00.504,-00:06:00.792,-00:06:00.5112,-00:06:00.7956,-00:06:00.61","03:32:04.608,03:32:04,03:32:04.00","-00:06:00.8856,-00:06:00,-00:06:00.0",21.68103409,20.74030877,19.78184842,19.51574177,19.35647832,0.3599004,0.06508912,0.03771978,0.04532332,0.1739327,53.01927395,-0.100239464,OSC Host,256,0.30632,0.307,0,21.733825,0.127264,-0.084184,0.592276,-0.086541,0.056384,10.901,0.175,54026.32311,0.663553,0.027689,0.001851,0.011371,2,53.019138,-0.100142,-0.000126,5.48E+10,9.53E+00,3.08E+00,3.06E-01,10000
257,SDSS20470,SN2007pz,"SN2007pz, SDSS-II SN 20470",SDSS J33025.17+010033.5,"03:30:25.176,03:30:25.18,03:30:25.152","+01:00:33.984,+01:00:33.9,+01:00:33.804","03:30:25.176,03:30:25,03:30:25.00","+01:00:33.516,+01:00:33,+01:00:33.0",21.45181732,20.34965178,19.59233774,19.20768051,18.73394708,0.3090242,0.04715011,0.0397571,0.04071033,0.08923713,52.60492759,1.009330377,OSC Host,257,0.1244,0.125,0,19.953688,0.113068,0.657385,0.428774,0.044204,0.02908,10.124,0.258,54419.22789,0.369973,0.005212,0.000741,0.00657,2,52.604916,1.009437,-0.001233,1.05E+10,1.37E+00,8.88E+00,1.24E-01,12000
258,SDSS6057,SN2005if,"SN2005if, SDSS-II SN 6057",SDSS J33012.88-005828.1,"03:30:12.888,03:30:12.9,03:30:12.864,03:30:12.84,03:30:12.87,03:30:12.871","-00:58:28.17,-00:58:28,-00:58:28.56,-00:58:28.488,-00:58:28.812,-00:58:28.5096,-00:58:28.83,-00:58:28.5,-00:58:28.49","03:30:12.888,03:30:12.886,03:30:12,03:30:12.00","-00:58:28.2,-00:58:28.167,-00:58:28.1064,-00:58:28,-00:58:28.0",18.40899893,17.31326126,16.91598659,16.61400256,16.44235632,0.05031517,0.008202408,0.007192878,0.007736492,0.02175507,52.55372953,-0.974444496,OSC Host,258,0.06651,0.06707,0,18.639629,0.112612,-0.420885,0.107591,0.108184,0.024844,9.944,0.075,53663.60768,0.100872,0.000458,0.000525,-4.00E-06,2,52.553604,-0.974586,-0.000704,2.61E+10,4.54E+00,7.36E+01,6.70E-02,10000
259,SDSS17784,SN2007jg,"SN2007jg, SDSS-II SN 17784",SDSS J032950.83+000316.0,"03:29:50.81,03:29:50.815,03:29:50.808,03:29:50.83,03:29:50.82","+00:03:24.6,+00:03:24.55,+00:03:24.3,+00:03:24.58,+00:03:24.33,+00:03:24.60","03:29:50.832,03:29:50,03:29:50.00","+00:03:16.1734,+00:03:24,+00:03:24.0",24.19285389,24.29598376,23.79005349,22.36084123,23.18272327,0.8355187,0.4764549,0.4983914,0.2254911,0.6260722,52.46262971,0.053279368,OSC Host,259,0.03652,0.03707,0,17.320514,0.115396,-0.728272,0.077428,0.060325,0.022264,9.099,0.1755,54367.03693,0.074744,0.000785,0.000449,4.30E-05,2,52.461727,0.056828,-3.50E-05,49457151,0,2.71E+00,3.70E-02,13000
260,SDSS5391,SN2005hs,"SN2005hs, SDSS-II SN 5391",SDSS J32922.16-010542.9,"03:29:22.06,03:29:22.1,03:29:22.08,03:29:22.056,03:29:22.061","-01:05:41.0,-01:05:41,-01:05:40.92,-01:05:41.244,-01:05:40.9,-01:05:40.88","03:29:22.152,03:29:22,03:29:22.00","-01:05:42.9,-01:05:40,-01:05:40.0",24.80985284,24.44841676,24.13159614,22.21485292,23.24719686,0.7553911,0.6214369,0.6328461,0.2122131,0.5276315,52.34327556,-1.095705261,OSC Host,260,0.30021,0.3009,0,21.702057,0.128841,0.260674,0.553428,-0.031138,0.055162,8.701,0.532,53658.69064,0.568438,0.026112,0.001909,0.00619,2,52.341984,-1.094704,-0.000151,1.96E+09,3.41E-01,4.18E+00,3.00E-01,10000
261,SDSS7512,SN2005jo,"SN2005jo, SDSS-II SN 7512",A032821-0019,"03:28:21.68,03:28:21.7,03:28:21.672,03:28:21.648,03:28:21.679","-00:19:34.1,-00:19:34,-00:19:33.924,-00:19:34.212,-00:19:33.9384,-00:19:34.2048,-00:19:33.9,-00:19:33.89","03:28:21.688,03:28:21,03:28:21.00","-00:19:34.093,-00:19:33,-00:19:33.0",23.80516715,23.79288098,22.88276408,23.73564129,22.1143031,0.632261,0.3641929,0.2296507,0.4479854,0.4268845,52.0904588,-0.32612773,OSC Host,261,0.21835,0.219,0,21.098936,0.116348,0.501492,0.366635,-0.002655,0.03718,9.888,0.1065,53682.53446,0.353029,0.006692,0.001003,0.002166,2,52.090313,-0.326094,-0.000785,6.63E+08,1.59E-01,3.38E+00,2.18E-01,8000
262,SDSS14157,SN2006kj,"SN2006kj, 2MASS J03243289+0101213, SDSS-II SN 14157",SDSS J32432.87+010121.4,"03:24:32.90,03:24:32.808,03:24:32.784,03:24:32.81,03:24:32.810","+01:01:21.4,+01:01:20.496,+01:01:20.28,+01:01:20.5,+01:01:20.50","03:24:32.876,03:24:32.88,03:24:32,03:24:32.00","+01:01:21.470,+01:01:21.468,+01:01:20,+01:01:20.0",20.29139489,18.97039253,18.12225549,17.72419485,17.42641585,0.1100275,0.01558645,0.01011315,0.009682147,0.02285429,51.13698851,1.022644759,OSC Host,262,0.21082,0.2115,0,20.480731,0.11447,1.125219,0.266073,-0.058471,0.031877,10.943,0.227,54013.95135,0.250926,0.004189,0.000827,0.000926,2,51.136692,1.022365,-0.00085,1.24E+11,1.86E+01,8.58E+01,2.11E-01,11000
263,SDSS18809,SN2007mi,"SN2007mi, 2MASS J03233136+0040022, SDSS-II SN 18809",SDSS J32331.35+004002.1,"03:23:31.365,03:23:31.512,03:23:31.488,03:23:31.52","+00:40:02.22,+00:39:59.882,+00:39:59.634,+00:40:00.0","03:23:31.351,03:23:31.344,03:23:31,03:23:31.00","+00:40:02.174,+00:40:02.1576,+00:40:00.0",19.80328036,18.0036937,16.97137159,16.56257964,16.20329203,0.09239525,0.008954669,0.005638345,0.005626396,0.01060371,50.8806529,0.667266302,OSC Host,263,0.12837,0.129,0,19.747603,0.112485,-1.172856,0.179369,-0.07694,0.024079,10.933,0.028,54383.15387,0.267881,0.000264,0.000543,0.000241,2,50.881317,0.666634,-0.00124,2.16E+11,0.00E+00,8.80E+00,1.28E-01,10000
264,SDSS2246,SN2005fy,"SN2005fy, SDSS-II SN 2246",SDSS J32021.71-005305.3,"03:20:21.70,03:20:21.7,03:20:21.696,03:20:21.672,03:20:21.701","-00:53:08.1,-00:53:08,-00:53:08.088,-00:53:08.304,-00:53:08.1348,-00:53:08.3148,-00:53:08.09","03:20:21.715,03:20:21.72,03:20:21,03:20:21.00","-00:53:05.253,-00:53:05.3016,-00:53:08,-00:53:08.0",21.56066032,19.62225973,18.67613403,18.19451227,18.04692789,0.2800491,0.02468451,0.01540282,0.01495155,0.04530842,50.09049683,-0.884806583,OSC Host,264,0.19422,0.1949,0,20.982429,0.11684,0.35042,0.360628,0.071594,0.035381,10.634,0.1005,53634.17657,0.32872,0.007884,0.001078,0.001919,2,50.09042,-0.885593,-0.000985,1.07E+11,0.00E+00,3.99E+01,1.94E-01,8000
265,SDSS15443,SN2006lb,"SN2006lb, SDSS-II SN 15443",SDSS J31928.18-001904.8,"03:19:28.176,03:19:28.2,03:19:28.19,03:19:28.190","-00:19:04.77,-00:19:04.8,-00:19:04.908,-00:19:05.268,-00:19:05.2536,-00:19:04.9,-00:19:04.91","03:19:28.176,03:19:28.185,03:19:28,03:19:28.00","-00:19:04.8,-00:19:04.772,-00:19:04.836,-00:19:04,-00:19:04.0",20.48249922,19.24677356,18.59500183,18.24408544,18.0543827,0.1474321,0.02099899,0.01918181,0.02003273,0.06299004,49.86743372,-0.317994526,OSC Host,265,0.18122,0.18191,0,20.192003,0.112167,1.560538,0.180585,-0.041282,0.023888,10.223,0.218,54041.28863,0.167602,0.0016,0.0005,0.000616,2,49.867435,-0.31803,-0.001078,5.63E+10,8.47E+00,3.60E+00,1.81E-01,11000
266,SDSS5395,SN2005hr,"SN2005hr, SDSS-II SN 5395",SDSS J31833.80+000724.0,"03:18:33.816,03:18:33.8,03:18:33.792,03:18:33.83,03:18:33.830","+00:07:24.03,+00:07:24,+00:07:24.06,+00:07:23.77,+00:07:24.028,+00:07:23.768,+00:07:24.1,+00:07:24.10","03:18:33.820,03:18:33.816,03:18:33,03:18:33.00","+00:07:24.026,+00:07:24.042,+00:07:24,+00:07:24.0",21.64110762,20.63764038,20.2796874,20.00138391,19.62193373,0.3232657,0.05278952,0.0554106,0.06103811,0.1954608,49.64089255,0.123331938,OSC Host,266,0.11635,0.117,0,19.462745,0.111949,1.193505,0.134314,-0.015778,0.021982,8.604,0.1125,53663.88049,0.147748,0.00082,0.000481,0.000292,2,49.640949,0.123341,-0.001209,3.38E+09,6.87E-01,3.44E+00,1.16E-01,9000
267,SDSS14284,SN2006ib,"SN2006ib, 2MASS J03161182-0036031, SDSS-II SN 14284",SDSS J31611.84-003603.5,"03:16:11.83,03:16:11.832,03:16:11.808,03:16:11.830","-00:36:03.4,-00:36:03.384,-00:36:03.78,-00:36:03.3984,-00:36:03.7944,-00:36:03.38","03:16:11.844,03:16:11.832,03:16:11,03:16:11.00","-00:36:03.542,-00:36:03.5388,-00:36:03,-00:36:03.0",21.21185759,19.30935322,18.41555613,18.07827094,17.80000415,0.1266521,0.01366029,0.009646039,0.009523449,0.02509292,49.04937094,-0.600978723,OSC Host,267,0.18037,0.18107,0,20.228837,0.112763,-0.30878,0.169404,-0.068514,0.025585,10.514,0.1195,54014.57808,0.158648,0.0017,0.000579,0.000583,2,49.049294,-0.600944,-0.001083,1.07E+11,0.00E+00,2.30E+02,1.80E-01,8000
268,SDSS18855,SN2007mh,"SN2007mh, 2MASS J03143208+0016082, SDSS-II SN 18855",SDSS J31432.11+001608.0,"03:14:32.088,03:14:31.752,03:14:31.77","+00:16:08.27,+00:16:11.1,+00:16:11.345,+00:16:11.096,+00:16:11.4","03:14:32.112,03:14:31,03:14:31.00","+00:16:08.0328,+00:16:11,+00:16:11.0",22.14153276,21.89478262,21.4586977,21.9256372,21.01919037,0.3954236,0.1399991,0.1311908,0.2668603,0.4371031,48.63385032,0.268585193,OSC Host,268,0.12715,0.12783,0,19.700776,0.111895,0.247941,0.143765,-0.027883,0.022132,10.246,0.2035,54385.97486,0.208046,0.000527,0.000479,0.000251,2,48.632347,0.269818,-0.001238,1.17E+09,2.37E-01,5.95E+00,1.27E-01,9000
269,SDSS18485,SN2007nu,"SN2007nu, SDSS-II SN 18485",SDSS J31150.16-004133.5,"03:11:50.18,03:11:50.16,03:11:50.184","-00:41:32.7,-00:41:33.18,-00:41:32.6976,-00:41:33.1656","03:11:50.16,03:11:50,03:11:50.00","-00:41:33.5184,-00:41:32,-00:41:32.0",21.18815242,20.15168515,19.29777267,18.88236287,18.62185542,0.2169798,0.03605811,0.02648199,0.02688784,0.0808707,47.95907632,-0.692640417,OSC Host,269,0.27822,0.279,0,21.278193,0.117336,1.31567,0.410743,-0.088149,0.039231,10.63,0.121,54388.93763,0.453899,0.009487,0.000943,0.002316,2,47.959118,-0.692416,-0.000279,7.14E+10,1.24E+01,6.83E+00,2.78E-01,10000
270,SDSS21006,SN2007qs,"SN2007qs, SDSS-II SN 21006",A031146+0005,"03:11:46.03,03:11:46.032,03:11:46.008","+00:05:30.9,+00:05:30.88,+00:05:30.6","03:11:46,03:11:46.00","+00:05:30,+00:05:30.0",25.68613099,21.55706374,21.28492714,21.398118,21.00342895,0.9430325,0.1181579,0.09388884,0.1069437,0.2291482,47.94177573,0.091907922,OSC Host,270,0.29021,0.291,0,21.340912,0.116557,-0.094057,0.757082,-0.124339,0.039348,5,10,54415.15155,0.526666,0.017193,0.000927,0.00721,2,47.941761,0.091911,-0.000202,1.69E+10,0.00E+00,3.26E+01,2.90E-01,7000
271,SDSS19702,SN2007pp,"SN2007pp, SDSS-II SN 19702",SDSS J31101.16+002122.7,"03:11:01.16,03:11:01.128,03:11:01.152","+00:21:24.3,+00:21:24.16,+00:21:24.307","03:11:01.176,03:11:01,03:11:01.00","+00:21:22.7016,+00:21:24,+00:21:24.0",22.01134174,21.44331833,20.54462617,20.290409,19.97002321,0.6416917,0.1458783,0.09651403,0.1100258,0.3697252,47.75519975,0.356336272,OSC Host,271,0.26821,0.269,0,21.593672,0.121714,-1.095858,0.456154,-0.07291,0.049063,9.986,0.464,54397.22622,0.392023,0.014003,0.001332,0.004785,2,47.754841,0.356752,-0.000352,1.95E+10,3.39E+00,3.68E-01,2.68E-01,10000
272,sn2005eq,SN2005eq,SN2005eq,MCG -01-09-06,"03:08:49.31,03:08:49.392,03:08:49.32,03:08:49.310","-07:01:59.7,-07:01:59.952,-07:01:59.70","03:08:48,03:08:48.35","-07:02:26,-07:02:26.3",15.56231357,14.15222577,13.40549199,13.01613352,12.66781903,0.01150886,0.00239905,0.002117793,0.00212633,0.003964667,47.20134428,-7.040610844,OSC Host,272,0.029086,0.028977,0,16.284531,0.141059,1.425425,0.076807,-0.024106,0.021612,10.552,0.132,53654.86592,0.089272,0.000174,0.0004,-0.000237,3,47.20565,-7.0334,-0.01012,2.36E+11,0.00E+00,8.57E+02,2.90E-02,10000
273,SDSS1032,SN2005ez,"SN2005ez, 2MASS J03071103+0107121, SDSS-II SN 1032",SDSS J30711.01+010711.9,"03:07:11.03,03:07:11.0,03:07:10.968,03:07:10.944,03:07:10.97,03:07:10.970","+01:07:12.1,+01:07:12,+01:07:10.308,+01:07:10.272,+01:07:10.38,+01:07:10.4,+01:07:10.42,+01:07:10.36","03:07:11.018,03:07:11.016,03:07:10,03:07:10.00","+01:07:11.982,+01:07:11.928,+01:07:10,+01:07:10.0",20.57786255,19.00539908,18.02005923,17.59350529,17.24337977,0.1383789,0.01567559,0.009251717,0.009094835,0.02111106,46.79593318,1.119994149,OSC Host,273,0.12903,0.12976,0,20.336945,0.115931,-2.528617,0.199976,0.050506,0.036779,10.456,0.022,53626.52101,0.198807,0.002692,0.001133,0.000838,2,46.795696,1.119552,-0.00124,7.85E+10,0.00E+00,2.51E+00,1.29E-01,9000
274,SDSS18927,SN2007nt,"SN2007nt, SDSS-II SN 18927",SDSS J30643.76-004514.7,"03:06:43.80,03:06:43.776,03:06:43.8","-00:45:14.5,-00:45:14.832,-00:45:14.4684,-00:45:14.8428","03:06:43.764,03:06:43.776,03:06:43,03:06:43.00","-00:45:14.706,-00:45:14.7492,-00:45:14,-00:45:14.0",21.15370365,20.11344554,19.51953364,19.10444638,18.78581198,0.1563336,0.02782313,0.02591844,0.02592706,0.07334599,46.68236551,-0.754066876,OSC Host,274,0.21323,0.214,0,21.240608,0.117876,-0.590113,0.377161,0.113055,0.040001,10.489,0.3495,54386.81778,0.404823,0.007375,0.001266,0.001881,2,46.682472,-0.754019,-0.00083,3.21E+10,5.59E+00,4.94E+00,2.13E-01,10000
275,SDSS2561,SN2005fv,"SN2005fv, SDSS-II SN 2561",SDSS J30522.63+005135.0,"03:05:22.42,03:05:22.4,03:05:22.416,03:05:22.43,03:05:22.430","+00:51:30.1,+00:51:30,+00:51:30.13,+00:51:29.84,+00:51:30.092,+00:51:29.848,+00:51:30.10","03:05:22.637,03:05:22.632,03:05:22,03:05:22.00","+00:51:35.028,+00:51:35.0388,+00:51:30,+00:51:30.0",22.83337427,22.59653825,21.38224235,21.00821725,20.39562606,0.4502789,0.2576567,0.1041269,0.1235256,0.2743231,46.34457712,0.860188899,OSC Host,275,0.11741,0.11813,0,19.784621,0.112518,-0.082681,0.115449,0.039633,0.024351,10.574,0.086,53639.25429,0.145747,0.000652,0.00059,0.000178,2,46.343418,0.858359,-0.001213,3.42E+09,0.00E+00,1.63E+00,1.17E-01,12000
276,SDSS6406,SN2005ij,"SN2005ij, SDSS-II SN 6406",SDSS J30421.25-010347.1,"03:04:21.264,03:04:21.3,03:04:21.26,03:04:21.259","-01:03:46.87,-01:03:47,-01:03:46.44,-01:03:46.656,-01:03:46.836,-01:03:46.6,-01:03:46.58","03:04:21.264,03:04:21.266,03:04:21,03:04:21.00","-01:03:47.16,-01:03:46.889,-01:03:46,-01:03:46.0",19.9141812,18.40541028,17.74600731,17.36904928,17.15636049,0.1043179,0.01382056,0.01055691,0.01042295,0.02759259,46.08859947,-1.063091321,OSC Host,276,0.12376,0.12449,0,19.60877,0.111795,0.118662,0.130092,-0.003543,0.02163,10.528,0.124,53674.77205,0.104774,0.000789,0.00047,0.000513,2,46.088615,-1.06296,-0.001232,5.83E+10,7.62E+00,3.93E+01,1.24E-01,12000
277,SDSS1580,SN2005fb,"SN2005fb, SDSS-II SN 1580",SDSS J30117.71-003832.1,"03:01:17.544,03:01:17.5,03:01:17.52,03:01:17.54,03:01:17.539","-00:38:38.63,-00:38:39,-00:38:38.724,-00:38:38.832,-00:38:38.6376,-00:38:38.8428,-00:38:38.7,-00:38:38.69","03:01:17.538,03:01:17.712,03:01:17,03:01:17.00","-00:38:38.629,-00:38:32.1936,-00:38:38,-00:38:38.0",24.35334065,24.6604756,23.30078046,23.77411343,22.07315223,0.9251798,0.5400977,0.3753175,0.5827596,0.5465416,45.3237916,-0.64392208,OSC Host,277,0.18322,0.184,0,20.272733,0.114206,0.879572,0.228368,-0.038487,0.027067,11.198,0.162,53634.02619,0.205026,0.003957,0.000672,0.000584,2,45.323063,-0.644066,-0.001065,5.05E+08,7.60E-02,1.13E+00,1.83E-01,11000
278,SDSS17880,SN2007jd,"SN2007jd, 2MASS J02595368+0109368, SDSS-II SN 17880",SDSS J25953.65+010936.1,"02:59:53.688,02:59:53.352,02:59:53.376,02:59:53.37","+01:09:36.83,+01:09:38.268,+01:09:38.556,+01:09:38.6","02:59:53.659,02:59:53.664,02:59:53,02:59:53.00","+01:09:36.249,+01:09:36.144,+01:09:38,+01:09:38.0",18.70251047,17.38563375,16.81601843,16.49138694,16.26297465,0.05621437,0.01393818,0.007525811,0.007902524,0.02912968,44.97356955,1.160046231,OSC Host,278,0.07195,0.07267,0,18.984126,0.112772,-0.923587,0.108898,0.181137,0.02598,10.07,0.2365,54363.27077,0.157028,0.000753,0.000536,-6.80E-05,2,44.972374,1.160707,-0.000793,4.15E+10,5.43E+00,1.61E+01,7.20E-02,12000
279,SDSS16032,SN2006nk,"SN2006nk, SDSS-II SN 16032",A025616-0024,"02:56:16.61,02:56:16.608,02:56:16.584,02:56:16.610","-00:24:38.8,-00:24:38.772,-00:24:38.952,-00:24:38.7756,-00:24:38.9664,-00:24:38.81","02:56:16,02:56:16.00","-00:24:38,-00:24:38.0",23.09277813,21.39708014,21.00797398,21.05012202,22.22509761,0.5774559,0.04755619,0.05684848,0.08829659,0.6426677,44.06924322,-0.410786216,OSC SN,279,0.20318,0.204,0,20.758955,0.114994,-0.819482,0.239931,-0.10857,0.033663,5,10,54046.40469,0.178185,0.004069,0.000914,0.001638,2,44.069218,-0.410771,-0.000914,4.70E+09,1.13E+00,2.82E+01,2.03E-01,8000
280,SDSS17332,SN2007jk,"SN2007jk, SDSS-II SN 17332",SDSS J25505.40-000851.6,"02:55:05.40,02:55:05.616,02:55:05.64,02:55:05.592","-00:08:51.7,-00:08:51,-00:08:50.73,-00:08:50.8","02:55:05.402,02:55:05.4,02:55:05,02:55:05.00","-00:08:51.668,-00:08:51.6696,-00:08:50,-00:08:50.0",21.25578214,19.89607118,18.92834003,18.49802552,18.1513035,0.2703636,0.03368019,0.02033336,0.02031393,0.05759565,43.77254039,-0.14768288,OSC Host,280,0.18204,0.18286,0,20.680621,0.115898,-0.237165,0.267541,0.036489,0.033755,10.532,0.103,54358.07736,0.241959,0.005016,0.000948,0.000746,2,43.773479,-0.147425,-0.001072,7.15E+10,0.00E+00,1.37E+01,1.82E-01,8000
281,SDSS15584,SN2006nt,"SN2006nt, SDSS-II SN 15584",SDSS J25358.62+005916.2,"02:53:58.61,02:53:58.92,02:53:58.896,02:53:58.91,02:53:58.910","+00:59:16.2,+00:59:13.06,+00:59:12.88,+00:59:13.074,+00:59:12.869,+00:59:13.1,+00:59:13.09","02:53:58.632,02:53:58,02:53:58.00","+00:59:16.2348,+00:59:13,+00:59:13.0",22.1606158,21.21084989,20.11346636,19.54875631,19.00217469,0.6406829,0.09876309,0.05553228,0.05439991,0.123083,43.49424722,0.987865033,OSC Host,281,0.28111,0.282,0,21.439311,0.11753,0.314981,0.404869,-0.044998,0.044132,10.623,0.0335,54038.12887,0.391269,0.008833,0.001045,0.003416,2,43.495464,0.986965,-0.000259,6.91E+10,0.00E+00,4.26E+00,2.81E-01,7000
282,SDSS19353,SN2007nj,"SN2007nj, SDSS-II SN 19353",SDSS J25227.18+001506.2,"02:52:27.19,02:52:27.432,02:52:27.456,02:52:27.45","+00:15:06.2,+00:15:06.372,+00:15:06.5412,+00:15:06.3684,+00:15:06.6","02:52:27.187,02:52:27.192,02:52:27,02:52:27.00","+00:15:06.258,+00:15:06.2676,+00:15:06,+00:15:06.0",20.30491499,18.76428453,17.96639251,17.50354985,17.18155424,0.1728694,0.01749395,0.01196101,0.0111457,0.0325676,43.11327224,0.25173227,OSC Host,282,0.15322,0.15403,0,20.209017,0.113617,0.894088,0.205982,0.036376,0.026613,10.731,0.026,54398.62754,0.134486,0.003441,0.000703,0.001373,2,43.114372,0.251817,-0.001215,1.28E+11,0.00E+00,7.70E+01,1.53E-01,9000
283,SDSS2440,SN2005fu,"SN2005fu, SDSS-II SN 2440",SDSS J25032.13+004826.3,"02:50:32.136,02:50:32.1,02:50:32.088,02:50:32.064,02:50:32.09,02:50:32.090","+00:48:26.44,+00:48:28,+00:48:28.1,+00:48:27.86,+00:48:28.066,+00:48:27.846,+00:48:28.12,+00:48:28.13","02:50:32.133,02:50:32.136,02:50:32,02:50:32.00","+00:48:26.437,+00:48:26.3844,+00:48:28,+00:48:28.0",22.98217832,24.59391182,24.58968755,24.18670518,20.37378016,0.7940423,0.9676474,0.9340026,0.9636517,0.2057333,42.63514473,0.806153499,OSC Host,283,0.19215,0.193,0,20.644093,0.114217,0.395729,0.285398,-0.086867,0.028737,10.194,0.093,53634.97973,0.327011,0.004444,0.00067,0.000788,2,42.633732,0.807796,-0.001001,1.04E+09,0.00E+00,1.06E+01,1.92E-01,11000
284,SDSS19002,SN2007nh,"SN2007nh, SDSS-II SN 19002",SDSS J25027.89-003304.2,"02:50:27.89,02:50:27.672,02:50:27.696,02:50:27.69","-00:33:04.2,-00:33:04.536,-00:33:04.1868,-00:33:04.5288","02:50:27.888,02:50:27,02:50:27.00","-00:33:04.266,-00:33:04,-00:33:04.0",21.4874259,20.48599621,19.42664061,19.09985344,18.77571313,0.1894936,0.03204802,0.01891609,0.01965488,0.04991966,42.61620426,-0.551185014,OSC Host,284,0.2671,0.268,0,21.206503,0.116111,0.323447,0.313376,-0.097382,0.037311,10.459,0.176,54393.13124,0.28515,0.006095,0.000899,0.001389,2,42.615364,-0.551163,-0.000361,5.37E+10,9.35E+00,4.47E+01,2.67E-01,10000
285,SDSS12927,SN2006fj,"SN2006fj, SDSS-II SN 12927",SDSS J24708.57+004630.9,"02:47:08.67,02:47:08.664,02:47:08.64,02:47:08.669","+00:46:30.5,+00:46:30.47,+00:46:30.461,+00:46:30.212,+00:46:30.50","02:47:08.568,02:47:08,02:47:08.00","+00:46:30.9936,+00:46:30,+00:46:30.0",20.81492424,19.83272499,19.10918672,18.68268809,18.47537778,0.09846466,0.02023381,0.01447968,0.01442377,0.03849347,41.78573437,0.775271776,OSC Host,285,0.17415,0.175,0,20.351422,0.118918,0.026059,0.324204,0.014706,0.032635,10.482,0.236,53988.93573,0.807786,-0.002185,0.001246,-0.000626,2,41.78614,0.775128,-0.001121,3.24E+10,4.87E+00,2.49E+01,1.74E-01,11000
286,sn1995ak,SN1995ak,SN1995ak,IC 1844,"02:45:48.83,02:45:48.830","+03:13:50.1,+03:13:50.09","02:45:49,02:45:49.33","+03:13:48,+03:13:51.5",15.87896208,14.70157981,14.06887604,13.72189075,13.43357012,0.009535084,0.002454569,0.002195748,0.002220266,0.003492544,41.45552967,3.230875492,OSC Host,286,0.022399,0.022719,0,16.021035,0.149213,-1.090886,0.131289,0.074389,0.035806,10.335397,0.280891,50021.79343,0.388014,0.001485,0.001313,0.001072,3,41.453458,3.230583,-0.009196,4.79E+10,5.48E+00,7.24E+02,2.20E-02,13000
287,SDSS13511,SN2006hh,"SN2006hh, 2MASS J02422671-0047392, SDSS-II SN 13511",SDSS J24226.71-004739.2,"02:42:26.713,02:42:26.952,02:42:26.928,02:42:26.976,02:42:26.97,02:42:26.971","-00:47:39.28,-00:47:38.832,-00:47:39.084,-00:47:38.8392,-00:47:39.0984,-00:47:38.9,-00:47:38.90","02:42:26.712,02:42:26,02:42:26.00","-00:47:39.228,-00:47:38,-00:47:38.0",21.85266681,25.09095561,23.99637083,23.76918322,23.12408763,0.2274166,0.7018239,0.7700274,1.002308,0.9921247,40.6124926,-0.794545927,OSC Host,287,0.23646,0.23737,0,21.461512,0.117789,-1.553624,0.441449,-0.095193,0.040556,11.103,0.0865,54002.61975,0.323149,0.010449,0.001133,0.003105,2,40.612354,-0.794122,-0.000623,4.19E+08,1.01E-01,8.69E+00,2.36E-01,8000
